customer_id,account_id,account_type,account_open_date,kyc_verified_status,customer_age,customer_occupation,customer_income_range,customer_risk_category,credit_score,average_monthly_balance,is_mule_account
CUST01153,ACC01153,Savings,2025-06-09,Verified,44,Unemployed,High,Low,703,264733,0
CUST01154,ACC01154,Savings,2024-04-15,Pending,25,Student,Medium,Low,836,115432,0
CUST01155,ACC01155,Current,2024-04-07,Verified,51,Engineer,Medium,Low,726,82030,0
CUST01156,ACC01156,Current,2023-03-03,Verified,53,Business,Medium,Low,810,359562,0
CUST01157,ACC01157,Current,2024-12-06,Verified,48,Teacher,High,Low,755,110267,0
CUST01158,ACC01158,Savings,2022-02-19,Verified,22,Freelancer,High,Low,828,170590,0
CUST01159,ACC01159,Current,2025-02-05,Verified,54,Business,Low,Medium,709,135037,0
CUST01160,ACC01160,Current,2024-06-15,Verified,40,Unemployed,Low,Low,812,452639,0
CUST01161,ACC01161,Savings,2023-01-08,Verified,19,Student,High,Medium,710,345535,0
CUST01162,ACC01162,Current,2023-01-07,Pending,18,Engineer,Medium,Low,682,206993,0
CUST01163,ACC01163,Current,2024-02-06,Verified,62,Unemployed,Medium,Medium,824,41580,0
CUST01164,ACC01164,Current,2025-04-03,Pending,39,Business,Medium,Low,830,305738,0
CUST01165,ACC01165,Current,2023-06-22,Verified,57,Student,Low,Low,843,382224,0
CUST01166,ACC01166,Savings,2025-06-02,Pending,57,Engineer,High,Low,622,453591,0
CUST01167,ACC01167,Savings,2024-03-03,Verified,19,Freelancer,High,Low,771,462768,0
CUST01168,ACC01168,Current,2022-08-20,Verified,48,Unemployed,Medium,Medium,709,218420,0
CUST01169,ACC01169,Current,2024-02-26,Pending,47,Engineer,Medium,Medium,664,451339,0
CUST01170,ACC01170,Current,2025-07-20,Verified,46,Business,Low,Low,765,436537,0
CUST01171,ACC01171,Current,2022-08-28,Verified,31,Business,Medium,Low,750,41908,0
CUST01172,ACC01172,Current,2022-02-16,Pending,38,Unemployed,Low,Medium,739,482428,0
CUST01173,ACC01173,Savings,2022-05-08,Verified,56,Engineer,High,Medium,750,244779,0
CUST01174,ACC01174,Savings,2024-12-29,Verified,52,Business,High,Medium,651,280238,0
CUST01175,ACC01175,Current,2023-10-30,Verified,22,Teacher,Medium,Low,769,194784,0
CUST01176,ACC01176,Savings,2022-10-07,Pending,52,Business,Medium,Medium,755,113289,0
CUST01177,ACC01177,Current,2023-08-30,Verified,51,Student,High,Medium,730,149436,0
CUST01178,ACC01178,Savings,2022-08-13,Verified,57,Engineer,High,Medium,649,133920,0
CUST01179,ACC01179,Current,2023-10-02,Pending,29,Teacher,High,Low,618,72682,0
CUST01180,ACC01180,Current,2024-07-27,Verified,44,Student,Medium,Medium,627,29494,0
CUST01181,ACC01181,Savings,2022-01-26,Verified,57,Student,Medium,Medium,845,242328,0
CUST01182,ACC01182,Current,2024-08-20,Verified,29,Unemployed,High,Medium,802,398134,0
CUST01183,ACC01183,Savings,2022-01-26,Verified,49,Teacher,Medium,Medium,796,494470,0
CUST01184,ACC01184,Current,2022-12-30,Pending,59,Student,Medium,Low,674,362199,0
CUST01185,ACC01185,Current,2024-07-31,Verified,50,Student,High,Low,769,187770,0
CUST01186,ACC01186,Savings,2022-04-02,Verified,63,Unemployed,Medium,Low,811,483909,0
CUST01187,ACC01187,Current,2024-10-02,Pending,39,Business,Medium,Low,707,23264,0
CUST01188,ACC01188,Current,2024-12-19,Verified,57,Teacher,Medium,Medium,613,313445,0
CUST01189,ACC01189,Savings,2023-06-23,Verified,63,Business,Low,Medium,759,257008,0
CUST01190,ACC01190,Savings,2022-11-24,Verified,32,Engineer,Low,Medium,639,488161,0
CUST01191,ACC01191,Savings,2024-10-01,Pending,18,Teacher,High,Medium,630,323206,0
CUST01192,ACC01192,Current,2025-04-12,Pending,56,Business,Medium,Low,669,199943,0
CUST01193,ACC01193,Current,2022-02-19,Verified,21,Unemployed,Low,Medium,788,396856,0
CUST01194,ACC01194,Savings,2023-04-07,Verified,20,Engineer,Medium,Low,765,330148,0
CUST01195,ACC01195,Current,2023-11-16,Verified,45,Teacher,Low,Medium,618,317263,0
CUST01196,ACC01196,Current,2022-11-20,Verified,44,Unemployed,Medium,Low,654,362126,0
CUST01197,ACC01197,Current,2022-05-27,Verified,50,Student,Low,Low,805,40423,0
CUST01198,ACC01198,Savings,2023-01-16,Verified,46,Unemployed,Low,Medium,794,42163,0
CUST01199,ACC01199,Current,2023-07-21,Pending,26,Teacher,High,Medium,622,439625,0
CUST01200,ACC01200,Current,2024-08-07,Verified,54,Engineer,Medium,Low,824,175576,0
CUST01201,ACC01201,Current,2022-02-11,Verified,38,Unemployed,High,Low,679,140590,0
CUST01202,ACC01202,Savings,2025-05-25,Pending,47,Teacher,Medium,Low,760,384500,0
CUST01203,ACC01203,Savings,2025-07-10,Verified,64,Business,Medium,Medium,604,309765,0
CUST01204,ACC01204,Current,2022-03-31,Verified,38,Freelancer,Medium,Low,605,497850,0
CUST01205,ACC01205,Current,2024-03-07,Verified,18,Freelancer,Medium,Medium,652,130369,0
CUST01206,ACC01206,Current,2022-10-07,Verified,37,Business,High,Low,786,42794,0
CUST01207,ACC01207,Savings,2024-10-12,Pending,40,Business,Low,Medium,682,400264,0
CUST01208,ACC01208,Savings,2025-01-15,Verified,25,Student,High,Low,692,87793,0
CUST01209,ACC01209,Current,2025-05-04,Pending,34,Business,Low,Low,705,150807,0
CUST01210,ACC01210,Savings,2022-04-19,Verified,51,Teacher,Low,Low,620,139116,0
CUST01211,ACC01211,Savings,2024-09-18,Verified,29,Business,Low,Low,620,244266,0
CUST01212,ACC01212,Savings,2022-11-02,Verified,55,Student,Low,Medium,805,433177,0
CUST01213,ACC01213,Current,2025-03-14,Verified,62,Engineer,Low,Medium,709,273246,0
CUST01214,ACC01214,Savings,2024-01-17,Pending,65,Student,Low,Medium,834,283662,0
CUST01215,ACC01215,Savings,2022-05-31,Verified,59,Unemployed,Low,Low,649,437831,0
CUST01216,ACC01216,Current,2025-04-09,Verified,51,Business,Low,Medium,780,447618,0
CUST01217,ACC01217,Savings,2022-07-22,Verified,58,Business,Low,Medium,769,348909,0
CUST01218,ACC01218,Current,2023-06-21,Verified,55,Student,High,Medium,796,445571,0
CUST01219,ACC01219,Current,2023-03-20,Pending,55,Engineer,Low,Medium,652,452060,0
CUST01220,ACC01220,Savings,2025-06-07,Verified,33,Freelancer,High,Low,840,313883,0
CUST01221,ACC01221,Savings,2024-12-06,Pending,37,Teacher,High,Low,797,420544,0
CUST01222,ACC01222,Savings,2023-04-15,Verified,27,Engineer,Low,Low,786,119303,0
CUST01223,ACC01223,Current,2022-03-12,Verified,60,Engineer,High,Medium,832,68160,0
CUST01224,ACC01224,Current,2023-03-14,Pending,27,Unemployed,Medium,Low,621,88262,0
CUST01225,ACC01225,Current,2022-05-20,Verified,62,Freelancer,High,Medium,777,138412,0
CUST01226,ACC01226,Current,2022-07-04,Verified,21,Engineer,Medium,Low,836,60518,0
CUST01227,ACC01227,Current,2025-01-28,Pending,65,Unemployed,Medium,Low,625,187363,0
CUST01228,ACC01228,Current,2022-03-19,Pending,57,Engineer,Low,Low,721,430616,0
CUST01229,ACC01229,Current,2023-07-14,Verified,56,Engineer,High,Low,819,239671,0
CUST01230,ACC01230,Savings,2023-11-20,Verified,38,Student,Medium,Medium,799,33905,0
CUST01231,ACC01231,Savings,2025-06-24,Verified,49,Engineer,High,Low,845,53827,0
CUST01232,ACC01232,Savings,2025-01-27,Verified,46,Business,Low,Low,740,493871,0
CUST01233,ACC01233,Savings,2022-02-12,Verified,31,Teacher,High,Low,787,453185,0
CUST01234,ACC01234,Current,2022-06-14,Pending,44,Unemployed,High,Medium,635,470021,0
CUST01235,ACC01235,Current,2025-04-07,Verified,25,Unemployed,High,Medium,820,489130,0
CUST01236,ACC01236,Savings,2025-01-19,Verified,28,Unemployed,Medium,Low,699,242728,0
CUST01237,ACC01237,Current,2022-04-09,Verified,64,Student,Medium,Low,784,107639,0
CUST01238,ACC01238,Savings,2022-01-26,Verified,18,Freelancer,Low,Low,838,401947,0
CUST01239,ACC01239,Current,2023-03-19,Verified,43,Student,Medium,Medium,689,308442,0
CUST01240,ACC01240,Current,2023-03-19,Verified,44,Business,Low,Low,671,319222,0
CUST01241,ACC01241,Savings,2022-01-25,Pending,21,Student,Low,Medium,651,331872,0
CUST01242,ACC01242,Savings,2022-07-25,Pending,47,Unemployed,High,Low,748,186821,0
CUST01243,ACC01243,Current,2023-07-23,Verified,56,Business,Medium,Medium,628,145507,0
CUST01244,ACC01244,Current,2023-04-08,Verified,26,Teacher,Low,Low,800,298663,0
CUST01245,ACC01245,Savings,2025-01-04,Pending,32,Engineer,High,Low,726,365328,0
CUST01246,ACC01246,Current,2024-08-15,Verified,54,Business,Medium,Low,647,96423,0
CUST01247,ACC01247,Savings,2023-12-31,Pending,51,Business,High,Low,753,25513,0
CUST01248,ACC01248,Savings,2022-12-04,Verified,35,Business,Medium,Low,810,473259,0
CUST01249,ACC01249,Current,2023-02-24,Verified,44,Teacher,Medium,Low,736,99203,0
CUST01250,ACC01250,Savings,2024-09-18,Verified,36,Unemployed,Medium,Medium,692,121477,0
CUST01251,ACC01251,Current,2022-02-06,Verified,27,Engineer,Medium,Medium,792,404835,0
CUST01252,ACC01252,Current,2024-08-26,Pending,50,Unemployed,Low,Medium,772,272682,0
CUST01253,ACC01253,Current,2025-06-03,Pending,24,Engineer,Low,Low,644,315718,0
CUST01254,ACC01254,Current,2022-09-30,Verified,40,Freelancer,High,Medium,659,73425,0
CUST01255,ACC01255,Savings,2025-05-03,Verified,18,Freelancer,Low,Low,606,273978,0
CUST01256,ACC01256,Savings,2023-01-03,Verified,20,Business,Medium,Medium,833,268428,0
CUST01257,ACC01257,Current,2024-10-28,Verified,37,Unemployed,High,Low,690,182234,0
CUST01258,ACC01258,Savings,2024-11-07,Verified,19,Engineer,Medium,Low,716,39386,0
CUST01259,ACC01259,Savings,2022-08-28,Pending,63,Unemployed,High,Medium,738,341632,0
CUST01260,ACC01260,Current,2022-02-13,Verified,36,Freelancer,Medium,Medium,706,468570,0
CUST01261,ACC01261,Current,2024-10-03,Verified,18,Engineer,Medium,Low,680,476415,0
CUST01262,ACC01262,Current,2024-04-24,Verified,41,Student,High,Low,775,351445,0
CUST01263,ACC01263,Savings,2025-07-16,Verified,48,Student,Medium,Low,848,245324,0
CUST01264,ACC01264,Current,2022-09-16,Verified,20,Engineer,Medium,Low,675,261269,0
CUST01265,ACC01265,Savings,2022-11-07,Verified,28,Engineer,Medium,Medium,752,198020,0
CUST01266,ACC01266,Savings,2025-06-13,Verified,28,Freelancer,Medium,Medium,734,65945,0
CUST01267,ACC01267,Current,2023-03-27,Verified,21,Engineer,Low,Low,657,273126,0
CUST01268,ACC01268,Current,2022-11-12,Verified,59,Teacher,Low,Medium,745,216906,0
CUST01269,ACC01269,Savings,2022-05-10,Verified,43,Freelancer,Medium,Low,708,291243,0
CUST01270,ACC01270,Current,2024-02-13,Verified,35,Engineer,High,Medium,755,22992,0
CUST01271,ACC01271,Current,2024-03-07,Pending,22,Teacher,High,Medium,836,151034,0
CUST01272,ACC01272,Current,2024-09-28,Verified,47,Unemployed,Low,Low,657,69436,0
CUST01273,ACC01273,Current,2025-03-31,Verified,47,Unemployed,High,Low,744,424877,0
CUST01274,ACC01274,Current,2023-06-12,Pending,18,Teacher,High,Low,681,291728,0
CUST01275,ACC01275,Current,2024-11-03,Pending,50,Unemployed,High,Medium,716,280691,0
CUST01276,ACC01276,Current,2024-06-12,Verified,18,Engineer,Medium,Medium,704,223028,0
CUST01277,ACC01277,Savings,2023-06-06,Verified,63,Business,Medium,Medium,690,454003,0
CUST01278,ACC01278,Current,2025-08-08,Pending,65,Business,Low,Low,640,38585,0
CUST01279,ACC01279,Current,2023-06-28,Verified,58,Teacher,Low,Medium,775,173446,0
CUST01280,ACC01280,Savings,2025-08-05,Verified,58,Teacher,Medium,Low,609,499601,0
CUST01281,ACC01281,Current,2023-08-28,Verified,62,Teacher,Low,Medium,633,183260,0
CUST01282,ACC01282,Current,2025-07-01,Verified,51,Teacher,Medium,Low,679,393174,0
CUST01283,ACC01283,Current,2025-04-13,Pending,57,Business,Medium,Medium,834,208184,0
CUST01284,ACC01284,Current,2024-03-17,Verified,51,Unemployed,Low,Medium,844,126743,0
CUST01285,ACC01285,Current,2024-02-20,Pending,20,Business,Low,Medium,710,305302,0
CUST01286,ACC01286,Savings,2023-09-17,Verified,41,Business,Low,Low,796,47933,0
CUST01287,ACC01287,Current,2022-04-04,Verified,26,Freelancer,Medium,Medium,775,68241,0
CUST01288,ACC01288,Savings,2023-06-03,Verified,27,Engineer,Low,Low,673,93565,0
CUST01289,ACC01289,Current,2025-07-15,Verified,48,Engineer,Low,Low,734,474652,0
CUST01290,ACC01290,Savings,2025-08-25,Pending,49,Unemployed,Medium,Medium,710,271347,0
CUST01291,ACC01291,Savings,2023-12-19,Verified,46,Freelancer,High,Low,723,424166,0
CUST01292,ACC01292,Savings,2024-01-12,Verified,56,Engineer,High,Medium,726,89156,0
CUST01293,ACC01293,Savings,2023-01-23,Pending,40,Freelancer,Low,Low,826,482169,0
CUST01294,ACC01294,Current,2025-01-01,Verified,56,Freelancer,High,Medium,738,142359,0
CUST01295,ACC01295,Savings,2023-06-27,Verified,45,Student,High,Medium,612,163790,0
CUST01296,ACC01296,Current,2022-05-28,Verified,56,Engineer,High,Low,841,72554,0
CUST01297,ACC01297,Current,2024-11-10,Verified,43,Freelancer,High,Medium,661,50229,0
CUST01298,ACC01298,Savings,2025-02-26,Pending,18,Teacher,Medium,Medium,772,377871,0
CUST01299,ACC01299,Savings,2023-08-11,Verified,30,Student,High,Medium,828,405061,0
CUST01300,ACC01300,Current,2025-05-12,Verified,43,Engineer,High,Low,843,257743,0
CUST01301,ACC01301,Current,2024-12-08,Verified,31,Teacher,Medium,Medium,778,216715,0
CUST01302,ACC01302,Current,2023-03-27,Verified,31,Student,Medium,Medium,613,61044,0
CUST01303,ACC01303,Current,2023-07-09,Verified,23,Student,Medium,Low,626,435843,0
CUST01304,ACC01304,Savings,2024-02-03,Pending,57,Business,High,Medium,641,217979,0
CUST01305,ACC01305,Current,2023-04-04,Verified,50,Business,Medium,Low,731,396632,0
CUST01306,ACC01306,Savings,2022-08-28,Verified,58,Freelancer,Medium,Low,750,184472,0
CUST01307,ACC01307,Current,2024-10-21,Verified,59,Engineer,Low,Low,795,194938,0
CUST01308,ACC01308,Savings,2024-04-14,Verified,62,Unemployed,High,Low,653,256808,0
CUST01309,ACC01309,Savings,2024-04-10,Verified,59,Freelancer,Medium,Low,696,238712,0
CUST01310,ACC01310,Savings,2025-02-02,Pending,61,Business,High,Low,646,68877,0
CUST01311,ACC01311,Current,2025-02-25,Pending,57,Unemployed,Low,Medium,759,232403,0
CUST01312,ACC01312,Savings,2025-01-10,Verified,58,Business,Medium,Low,710,455750,0
CUST01313,ACC01313,Current,2024-01-30,Verified,23,Engineer,Medium,Medium,728,72895,0
CUST01314,ACC01314,Savings,2023-01-19,Verified,58,Teacher,High,Low,663,115536,0
CUST01315,ACC01315,Savings,2025-01-24,Verified,18,Freelancer,Low,Low,675,416810,0
CUST01316,ACC01316,Savings,2023-02-27,Verified,49,Unemployed,Low,Medium,777,97281,0
CUST01317,ACC01317,Savings,2023-08-31,Verified,52,Unemployed,Medium,Medium,741,36640,0
CUST01318,ACC01318,Savings,2023-07-27,Verified,65,Engineer,Medium,Low,813,116811,0
CUST01319,ACC01319,Savings,2022-07-03,Pending,33,Unemployed,High,Low,781,280233,0
CUST01320,ACC01320,Savings,2022-03-08,Verified,55,Student,High,Low,730,219553,0
CUST01321,ACC01321,Current,2023-12-20,Verified,55,Business,High,Low,731,463179,0
CUST01322,ACC01322,Current,2023-10-02,Verified,37,Business,High,Low,782,188876,0
CUST01323,ACC01323,Savings,2025-07-03,Verified,43,Engineer,High,Low,669,189924,0
CUST01324,ACC01324,Savings,2022-08-22,Verified,54,Business,Medium,Medium,810,452093,0
CUST01325,ACC01325,Savings,2022-08-24,Verified,51,Freelancer,High,Low,802,359788,0
CUST01326,ACC01326,Current,2024-10-26,Verified,30,Engineer,Medium,Medium,828,388749,0
CUST01327,ACC01327,Current,2024-08-16,Pending,26,Student,Low,Low,813,286617,0
CUST01328,ACC01328,Current,2022-02-28,Verified,39,Student,Low,Low,659,211853,0
CUST01329,ACC01329,Savings,2025-01-07,Verified,18,Student,Low,Medium,799,361128,0
CUST01330,ACC01330,Savings,2024-08-20,Verified,64,Freelancer,High,Low,821,154345,0
CUST01331,ACC01331,Savings,2024-07-14,Verified,48,Freelancer,Medium,Medium,815,298739,0
CUST01332,ACC01332,Current,2023-01-20,Verified,18,Engineer,Medium,Low,628,493612,0
CUST01333,ACC01333,Savings,2025-07-17,Verified,25,Student,Low,Medium,671,363936,0
CUST01334,ACC01334,Current,2024-11-16,Verified,21,Business,Low,Medium,613,36993,0
CUST01335,ACC01335,Current,2022-10-21,Verified,44,Freelancer,High,Medium,782,140109,0
CUST01336,ACC01336,Current,2022-04-20,Verified,50,Teacher,Low,Low,626,42379,0
CUST01337,ACC01337,Current,2023-09-17,Verified,23,Freelancer,Medium,Medium,807,217244,0
CUST01338,ACC01338,Savings,2023-01-02,Verified,20,Engineer,Medium,Low,838,157136,0
CUST01339,ACC01339,Current,2023-04-13,Verified,18,Student,Medium,Low,700,71442,0
CUST01340,ACC01340,Current,2025-04-29,Verified,43,Business,Low,Low,668,136112,0
CUST01341,ACC01341,Current,2022-12-31,Verified,24,Business,High,Low,803,211975,0
CUST01342,ACC01342,Current,2023-10-03,Verified,45,Engineer,High,Low,827,381777,0
CUST01343,ACC01343,Current,2023-02-13,Pending,34,Teacher,High,Low,611,116814,0
CUST01344,ACC01344,Savings,2022-08-01,Verified,32,Business,Low,Medium,800,343864,0
CUST01345,ACC01345,Current,2024-01-22,Verified,24,Student,Low,Low,820,435764,0
CUST01346,ACC01346,Savings,2022-11-06,Verified,28,Business,Low,Medium,833,203715,0
CUST01347,ACC01347,Current,2022-04-10,Verified,63,Teacher,High,Medium,617,472788,0
CUST01348,ACC01348,Current,2023-05-19,Verified,26,Unemployed,Low,Medium,606,21715,0
CUST01349,ACC01349,Current,2023-09-07,Verified,24,Student,Medium,Low,602,51864,0
CUST01350,ACC01350,Current,2024-11-06,Pending,46,Unemployed,Low,Medium,676,385673,0
CUST01351,ACC01351,Current,2025-01-01,Verified,48,Unemployed,Low,Medium,763,277458,0
CUST01352,ACC01352,Savings,2022-10-22,Verified,19,Engineer,Medium,Low,698,102460,0
CUST01353,ACC01353,Current,2022-11-27,Pending,61,Student,Low,Low,703,238563,0
CUST01354,ACC01354,Current,2024-09-28,Verified,22,Unemployed,High,Medium,621,63554,0
CUST01355,ACC01355,Savings,2025-08-03,Verified,26,Engineer,High,Medium,604,235290,0
CUST01356,ACC01356,Savings,2022-06-24,Pending,20,Business,Low,Low,720,151282,0
CUST01357,ACC01357,Savings,2023-06-01,Verified,28,Student,Medium,Medium,721,95182,0
CUST01358,ACC01358,Savings,2023-02-15,Verified,21,Business,Low,Low,845,388898,0
CUST01359,ACC01359,Current,2022-09-26,Verified,43,Business,Medium,Low,804,398087,0
CUST01360,ACC01360,Savings,2022-02-05,Verified,56,Engineer,Low,Medium,838,101381,0
CUST01361,ACC01361,Current,2024-04-25,Verified,23,Teacher,High,Medium,644,190416,0
CUST01362,ACC01362,Savings,2025-04-04,Verified,64,Engineer,Low,Low,605,288833,0
CUST01363,ACC01363,Savings,2023-06-30,Verified,23,Teacher,High,Medium,635,206670,0
CUST01364,ACC01364,Savings,2023-12-29,Verified,59,Engineer,Medium,Medium,763,495179,0
CUST01365,ACC01365,Savings,2022-04-27,Pending,51,Unemployed,High,Low,847,342944,0
CUST01366,ACC01366,Current,2024-12-09,Verified,35,Business,Low,Medium,665,412224,0
CUST01367,ACC01367,Savings,2023-12-09,Verified,29,Unemployed,High,Medium,844,254943,0
CUST01368,ACC01368,Savings,2024-09-25,Pending,44,Unemployed,Low,Low,703,292302,0
CUST01369,ACC01369,Current,2025-04-25,Verified,22,Engineer,Low,Low,700,282289,0
CUST01370,ACC01370,Savings,2025-02-07,Verified,43,Unemployed,Medium,Medium,707,315197,0
CUST01371,ACC01371,Savings,2025-04-24,Verified,30,Teacher,High,Medium,608,237593,0
CUST01372,ACC01372,Savings,2022-10-06,Verified,53,Freelancer,Low,Medium,746,264854,0
CUST01373,ACC01373,Savings,2023-12-30,Verified,44,Freelancer,Medium,Low,794,222274,0
CUST01374,ACC01374,Savings,2022-08-04,Verified,58,Engineer,High,Medium,693,498860,0
CUST01375,ACC01375,Current,2023-11-17,Verified,63,Business,Medium,Medium,672,150109,0
CUST01376,ACC01376,Savings,2024-10-10,Verified,48,Freelancer,Low,Low,752,140788,0
CUST01377,ACC01377,Savings,2024-09-23,Verified,23,Business,High,Medium,666,477048,0
CUST01378,ACC01378,Current,2024-08-28,Verified,29,Unemployed,Low,Medium,634,172054,0
CUST01379,ACC01379,Savings,2023-09-02,Verified,20,Freelancer,High,Medium,658,193212,0
CUST01380,ACC01380,Current,2022-11-03,Pending,26,Freelancer,High,Medium,704,436075,0
CUST01381,ACC01381,Current,2025-01-22,Verified,65,Teacher,High,Low,759,36131,0
CUST01382,ACC01382,Savings,2023-07-01,Verified,43,Engineer,High,Low,850,496935,0
CUST01383,ACC01383,Savings,2023-05-30,Verified,45,Business,Low,Medium,663,155542,0
CUST01384,ACC01384,Current,2023-11-26,Verified,50,Freelancer,High,Low,721,305653,0
CUST01385,ACC01385,Current,2023-03-17,Verified,52,Freelancer,High,Medium,782,134157,0
CUST01386,ACC01386,Savings,2023-09-03,Verified,57,Freelancer,High,Medium,847,477872,0
CUST01387,ACC01387,Current,2022-04-01,Verified,27,Unemployed,Low,Medium,746,219356,0
CUST01388,ACC01388,Savings,2023-09-17,Pending,19,Business,Low,Low,826,457915,0
CUST01389,ACC01389,Savings,2022-06-03,Verified,43,Engineer,Low,Medium,637,44437,0
CUST01390,ACC01390,Savings,2025-03-08,Verified,36,Student,Medium,Low,799,180388,0
CUST01391,ACC01391,Current,2022-04-18,Pending,50,Teacher,High,Medium,674,467130,0
CUST01392,ACC01392,Current,2022-02-06,Pending,61,Unemployed,Medium,Medium,614,244746,0
CUST01393,ACC01393,Savings,2022-08-02,Verified,26,Engineer,High,Low,786,136577,0
CUST01394,ACC01394,Savings,2024-07-08,Verified,54,Student,High,Medium,840,191223,0
CUST01395,ACC01395,Current,2022-03-21,Verified,39,Teacher,Low,Medium,614,358606,0
CUST01396,ACC01396,Current,2025-05-09,Verified,48,Teacher,High,Low,690,50020,0
CUST01397,ACC01397,Savings,2022-10-18,Verified,44,Engineer,Medium,Medium,613,272580,0
CUST01398,ACC01398,Current,2025-06-17,Pending,27,Unemployed,Low,Medium,718,469134,0
CUST01399,ACC01399,Savings,2024-08-31,Verified,64,Teacher,High,Low,670,467781,0
CUST01400,ACC01400,Current,2022-09-27,Verified,40,Unemployed,Low,Low,727,122538,0
CUST01401,ACC01401,Savings,2022-05-20,Verified,47,Teacher,Medium,Low,812,177732,0
CUST01402,ACC01402,Savings,2024-06-23,Verified,38,Business,Medium,Medium,684,184421,0
CUST01403,ACC01403,Savings,2025-01-22,Pending,19,Unemployed,Medium,Medium,839,163035,0
CUST01404,ACC01404,Current,2022-08-05,Pending,24,Freelancer,Low,Medium,665,290423,0
CUST01405,ACC01405,Current,2023-02-25,Verified,29,Freelancer,Medium,Medium,707,269415,0
CUST01406,ACC01406,Savings,2025-01-11,Verified,58,Student,Low,Low,669,157649,0
CUST01407,ACC01407,Savings,2023-04-02,Verified,33,Engineer,Medium,Medium,674,179501,0
CUST01408,ACC01408,Current,2022-07-16,Pending,44,Business,Low,Low,776,478609,0
CUST01409,ACC01409,Savings,2025-01-11,Pending,56,Freelancer,Medium,Medium,621,62497,0
CUST01410,ACC01410,Savings,2024-12-04,Verified,62,Unemployed,Medium,Low,725,183922,0
CUST01411,ACC01411,Current,2023-06-15,Verified,36,Unemployed,High,Medium,646,233355,0
CUST01412,ACC01412,Savings,2023-11-05,Verified,27,Student,High,Medium,690,460348,0
CUST01413,ACC01413,Savings,2024-01-18,Pending,28,Teacher,High,Medium,615,297178,0
CUST01414,ACC01414,Savings,2022-06-28,Pending,61,Unemployed,Medium,Medium,765,107000,0
CUST01415,ACC01415,Savings,2022-10-27,Verified,54,Unemployed,High,Low,664,64815,0
CUST01416,ACC01416,Savings,2024-02-24,Verified,50,Freelancer,High,Low,831,488277,0
CUST01417,ACC01417,Savings,2025-07-14,Verified,52,Freelancer,High,Medium,796,490108,0
CUST01418,ACC01418,Current,2023-07-25,Verified,33,Student,Medium,Low,632,41289,0
CUST01419,ACC01419,Savings,2024-07-22,Verified,53,Unemployed,High,Medium,728,309761,0
CUST01420,ACC01420,Savings,2024-04-12,Verified,52,Engineer,Low,Low,819,52806,0
CUST01421,ACC01421,Current,2022-03-22,Verified,39,Business,High,Medium,777,64123,0
CUST01422,ACC01422,Current,2024-09-08,Pending,41,Engineer,Low,Medium,670,67972,0
CUST01423,ACC01423,Current,2024-03-05,Verified,60,Student,Low,Medium,789,24153,0
CUST01424,ACC01424,Savings,2024-03-08,Pending,18,Teacher,Medium,Medium,808,268672,0
CUST01425,ACC01425,Savings,2022-12-15,Verified,44,Freelancer,Low,Low,643,403747,0
CUST01426,ACC01426,Savings,2022-07-26,Verified,56,Student,High,Medium,845,188386,0
CUST01427,ACC01427,Savings,2023-09-18,Verified,62,Teacher,Medium,Low,839,135330,0
CUST01428,ACC01428,Savings,2023-02-02,Verified,50,Freelancer,Low,Low,613,492228,0
CUST01429,ACC01429,Current,2023-10-29,Verified,44,Freelancer,Low,Medium,692,194365,0
CUST01430,ACC01430,Current,2022-11-13,Verified,38,Engineer,Medium,Low,831,84366,0
CUST01431,ACC01431,Current,2024-10-31,Verified,26,Student,Medium,Low,676,75372,0
CUST01432,ACC01432,Current,2023-02-03,Verified,35,Unemployed,Low,Low,688,58194,0
CUST01433,ACC01433,Savings,2023-10-26,Verified,39,Engineer,Medium,Medium,777,442022,0
CUST01434,ACC01434,Current,2022-02-24,Verified,22,Business,Low,Medium,739,22332,0
CUST01435,ACC01435,Current,2025-07-01,Verified,38,Teacher,High,Medium,789,482727,0
CUST01436,ACC01436,Savings,2025-06-22,Verified,25,Teacher,Low,Medium,777,343715,0
CUST01437,ACC01437,Savings,2023-07-24,Verified,51,Student,Low,Medium,677,426343,0
CUST01438,ACC01438,Savings,2024-09-20,Pending,48,Unemployed,Low,Low,613,265947,0
CUST01439,ACC01439,Savings,2024-03-12,Verified,40,Student,High,Medium,768,171745,0
CUST01440,ACC01440,Savings,2023-06-05,Verified,51,Student,Low,Low,608,346004,0
CUST01441,ACC01441,Savings,2023-02-17,Pending,56,Teacher,High,Medium,813,346276,0
CUST01442,ACC01442,Current,2025-06-06,Verified,28,Engineer,High,Low,776,200449,0
CUST01443,ACC01443,Current,2023-04-06,Verified,38,Business,High,Low,626,462626,0
CUST01444,ACC01444,Current,2025-01-19,Verified,18,Student,Medium,Medium,678,38186,0
CUST01445,ACC01445,Savings,2022-12-25,Verified,27,Engineer,High,Medium,620,200670,0
CUST01446,ACC01446,Savings,2024-06-19,Verified,51,Business,Low,Medium,724,50230,0
CUST01447,ACC01447,Savings,2022-04-06,Verified,51,Business,High,Medium,655,434797,0
CUST01448,ACC01448,Savings,2023-03-19,Verified,29,Student,Medium,Medium,686,474932,0
CUST01449,ACC01449,Current,2024-09-23,Verified,65,Teacher,High,Medium,759,127715,0
CUST01450,ACC01450,Savings,2024-03-08,Verified,28,Freelancer,High,Low,665,468067,0
