device_id,account_id,device_type,device_os,device_model,vpn_usage_flag,device_trust_score
D436,A1006,Mobile,Android,spend,False,0.9076829693553558
D3862,A1007,Laptop,iOS,father,False,0.9547586954695958
D1474,A1008,Laptop,Android,politics,False,0.7749004026577557
D542,A1009,Mobile,Android,television,False,0.8468274890929421
D1765,A1010,Laptop,Windows,message,False,0.7663628325458807
D2272,A1011,Laptop,Android,our,False,0.9963004023989941
D107,A1012,Mobile,iOS,be,False,0.983217801905984
D2270,A1013,Mobile,Windows,for,False,0.7118280434105517
D2449,A1014,Laptop,iOS,need,False,0.9116725517547065
D50,A1015,Laptop,iOS,beat,False,0.9775744952246997
D1588,A1016,Mobile,Windows,choose,False,0.7541726035382
D3691,A1017,Mobile,Windows,success,False,0.8703835691657889
D2134,A1018,Mobile,Windows,course,False,0.9746464892764126
D1559,A1019,Mobile,Android,surface,False,0.7101837935757396
D1101,A1020,Laptop,iOS,you,False,0.9092260801740519
D2019,A1021,Mobile,Android,skill,False,0.7892047022117652
D684,A1022,Laptop,iOS,professor,False,0.9773188586129591
D1724,A1023,Laptop,iOS,visit,False,0.9913174735496103
D3205,A1024,Mobile,iOS,article,False,0.9832799467340302
D1030,A1025,Mobile,Windows,feeling,False,0.8422642649972392
D2560,A1026,Laptop,Windows,agreement,False,0.958612795296794
D2525,A1027,Mobile,iOS,special,False,0.9533648195605211
D438,A1028,Mobile,iOS,couple,False,0.7957301419729766
D27,A1029,Laptop,iOS,can,False,0.9486746422452033
D3447,A1030,Laptop,iOS,it,False,0.7111022904146478
D1803,A1031,Laptop,iOS,shake,False,0.8788809635446159
D3340,A1032,Mobile,iOS,standard,False,0.7690026511863108
D1313,A1033,Mobile,iOS,either,False,0.7361700657331836
D1286,A1034,Mobile,iOS,know,False,0.7230859604887627
D3967,A1035,Laptop,iOS,deal,False,0.908886632763442
D3010,A1036,Laptop,Windows,design,False,0.8019624891304198
D3202,A1037,Mobile,iOS,recently,False,0.9174300314586284
D1540,A1038,Laptop,iOS,item,False,0.7196069022396827
D1495,A1039,Mobile,Windows,concern,False,0.7945871013491831
D818,A1040,Mobile,Windows,day,False,0.8618473877126012
D3144,A1041,Mobile,Windows,certainly,False,0.9372169494516891
D1890,A1042,Mobile,iOS,painting,False,0.795625750879621
D3267,A1043,Laptop,Windows,expert,False,0.8877674129311027
D283,A1044,Laptop,Windows,same,False,0.9657933244708561
D2045,A1045,Mobile,Windows,agent,False,0.8847589564546914
D1240,A1046,Mobile,iOS,camera,False,0.7698878424260901
D2697,A1047,Mobile,Windows,community,False,0.7073202344669614
D1733,A1048,Laptop,Android,month,False,0.961029662170279
D1839,A1049,Laptop,Windows,your,False,0.7063808232551161
D1641,A1050,Laptop,Windows,white,False,0.9624105018052598
D150,A1051,Laptop,Windows,every,False,0.8586811402081636
D3667,A1052,Mobile,Android,president,False,0.9817203095538689
D3149,A1053,Mobile,Windows,organization,False,0.9396349707320997
D2722,A1054,Laptop,Android,hear,False,0.9993802331600012
D2650,A1055,Mobile,Windows,admit,False,0.805213544635513
D2642,A1056,Laptop,iOS,tax,False,0.930156486679338
D3955,A1057,Laptop,Android,many,False,0.8205792740827726
D43,A1058,Mobile,iOS,miss,False,0.8439626860911726
D909,A1059,Mobile,iOS,give,False,0.8882516389655111
D1532,A1060,Laptop,iOS,week,False,0.9621031342559017
D3163,A1061,Mobile,iOS,up,False,0.9952250407597885
D100,A1062,Laptop,Android,sport,False,0.9304820241593554
D1210,A1063,Laptop,Android,institution,False,0.8253300346502002
D475,A1064,Mobile,iOS,blood,False,0.8264071006831211
D1277,A1065,Laptop,iOS,culture,False,0.9212746904766674
D3212,A1066,Mobile,Windows,it,False,0.7716331437304906
D1978,A1067,Laptop,iOS,which,False,0.7331422339394184
D399,A1068,Laptop,Windows,ever,False,0.806386647292233
D2853,A1069,Laptop,iOS,do,False,0.7861716974962245
D275,A1070,Laptop,Android,whatever,False,0.788892436136797
D3318,A1071,Mobile,Android,you,False,0.7700823253149729
D3478,A1072,Laptop,Windows,night,False,0.7126279568909085
D447,A1073,Mobile,Windows,his,False,0.7053621804200241
D999,A1074,Mobile,Windows,who,False,0.9963167169208095
D655,A1075,Laptop,Windows,turn,False,0.8283319401207587
D1746,A1076,Laptop,Android,likely,False,0.8152979941479045
D3267,A1077,Laptop,Windows,religious,False,0.9038941848079209
D755,A1078,Mobile,Windows,half,False,0.7654761663595192
D2692,A1079,Laptop,iOS,attorney,False,0.9849883551850676
D119,A1080,Mobile,iOS,cover,False,0.9359035043246656
D2425,A1081,Laptop,iOS,condition,False,0.7268233006936778
D18,A1082,Mobile,Android,each,False,0.8252742327354785
D1140,A1083,Mobile,Windows,successful,False,0.9637354922686494
D416,A1084,Mobile,iOS,might,False,0.983419606687423
D1335,A1085,Mobile,iOS,prepare,False,0.8402204533749609
D466,A1086,Laptop,Windows,seek,False,0.8840234167632123
D3533,A1087,Laptop,Windows,candidate,False,0.7501101838276225
D3956,A1088,Laptop,Windows,sort,False,0.997350587841093
D1591,A1089,Laptop,Windows,send,False,0.769501510415033
D467,A1090,Laptop,iOS,sign,False,0.9828195322405378
D3463,A1091,Laptop,Windows,upon,False,0.8948939946977106
D706,A1092,Laptop,Windows,operation,False,0.8823210384636577
D2417,A1093,Mobile,Windows,really,False,0.8538065533049526
D548,A1094,Laptop,Android,key,False,0.7692009435153275
D977,A1095,Laptop,Android,leave,False,0.7529584096016524
D749,A1096,Laptop,Windows,respond,False,0.7661458627210526
D579,A1097,Laptop,iOS,around,False,0.7559314786432764
D2442,A1098,Mobile,Windows,continue,False,0.933875342070026
D1571,A1099,Laptop,Android,produce,False,0.8050375777500189
D1993,A1100,Mobile,Windows,sense,False,0.7173528029690188
D683,A1101,Laptop,iOS,individual,False,0.9907307890422434
D574,A1102,Mobile,iOS,ground,False,0.9651357654890277
D3448,A1103,Laptop,Windows,sign,False,0.9783256849585639
D219,A1104,Laptop,Android,responsibility,False,0.9984723467939306
D1984,A1105,Mobile,Android,work,False,0.7521685747658462
D3339,A1106,Laptop,Windows,green,False,0.8188726056707976
D2070,A1107,Laptop,iOS,safe,False,0.9274715427112274
D2804,A1108,Laptop,iOS,manage,False,0.9088061854161377
D2908,A1109,Laptop,iOS,cup,False,0.7461687719019565
D685,A1110,Mobile,Windows,common,False,0.9447499374971853
D126,A1111,Mobile,iOS,brother,False,0.7673321715509982
D133,A1112,Laptop,Android,we,False,0.7671452844467869
D2202,A1113,Laptop,Android,music,False,0.8610923268680241
D3197,A1114,Laptop,Windows,approach,False,0.8778819804525109
D3041,A1115,Laptop,Windows,agency,False,0.8740258623513433
D2092,A1116,Mobile,Windows,coach,False,0.7274460512193264
D467,A1117,Laptop,Windows,as,False,0.9632382587891142
D3372,A1118,Laptop,Windows,despite,False,0.7796800127766118
D3369,A1119,Mobile,Windows,road,False,0.7388544763848413
D1807,A1120,Mobile,iOS,any,False,0.9666244239606931
D419,A1121,Mobile,iOS,suffer,False,0.986695449468926
D3583,A1122,Mobile,iOS,his,False,0.9586382851796351
D1076,A1123,Laptop,Android,late,False,0.9428548224174634
D1798,A1124,Mobile,Android,wonder,False,0.8965725941917065
D859,A1125,Laptop,Windows,table,False,0.8652572111827418
D2499,A1126,Laptop,Android,during,False,0.726096027973423
D2523,A1127,Mobile,Android,whatever,False,0.8225359639212095
D3332,A1128,Mobile,Android,street,False,0.8118065551036941
D2335,A1129,Laptop,Windows,start,False,0.7779261351280978
D1151,A1130,Mobile,iOS,real,False,0.9170260341065755
D2883,A1131,Laptop,iOS,away,False,0.8487627205236312
D2345,A1132,Laptop,Windows,but,False,0.7243138647722943
D3687,A1133,Mobile,Android,right,False,0.7660549605849434
D3943,A1134,Laptop,Android,significant,False,0.9049776290978788
D1135,A1135,Mobile,Windows,strategy,False,0.72283925784709
D3547,A1136,Mobile,Android,may,False,0.9553620742146306
D599,A1137,Laptop,Android,sea,False,0.8485439581041923
D3118,A1138,Laptop,iOS,some,False,0.8441759731979943
D582,A1139,Laptop,Windows,citizen,False,0.8777223353978553
D1696,A1140,Laptop,iOS,environmental,False,0.9474042897775448
D309,A1141,Mobile,iOS,collection,False,0.8043427623706578
D2111,A1142,Laptop,Windows,because,False,0.9034048457677191
D3835,A1143,Laptop,iOS,owner,False,0.8697195891987373
D3892,A1144,Laptop,iOS,word,False,0.7801084810508263
D2383,A1145,Mobile,Windows,scene,False,0.9635889959065473
D381,A1146,Laptop,Windows,sort,False,0.9392278064820785
D2720,A1147,Laptop,Android,lay,False,0.8975355503975276
D3259,A1148,Laptop,Android,throughout,False,0.9551745187282725
D3965,A1149,Laptop,Android,member,False,0.9601882602879407
D2026,A1150,Laptop,iOS,recognize,False,0.9125088930145104
D3392,A1151,Laptop,iOS,step,False,0.9511039985091017
D2241,A1152,Mobile,Windows,tend,False,0.9092414385007851
D3491,A1153,Laptop,iOS,huge,False,0.90404223152809
D3662,A1154,Mobile,Android,call,False,0.8855834134645553
D407,A1155,Laptop,Android,possible,False,0.9258149918672923
D508,A1156,Mobile,iOS,brother,False,0.7475815315879221
D1869,A1157,Mobile,iOS,general,False,0.9642612277596785
D828,A1158,Mobile,Windows,war,False,0.9615530583235696
D1236,A1159,Mobile,iOS,city,False,0.7087741849103677
D382,A1160,Laptop,iOS,receive,False,0.9477450251694288
D337,A1161,Laptop,Windows,people,False,0.7386609602420335
D3701,A1162,Mobile,Android,successful,False,0.8005356562777426
D1623,A1163,Laptop,Windows,successful,False,0.9230524768874824
D2864,A1164,Mobile,iOS,foreign,False,0.7482279688144924
D2684,A1165,Mobile,Windows,war,False,0.9453901072357187
D389,A1166,Mobile,Android,treatment,False,0.9496402533873226
D1953,A1167,Mobile,Android,data,False,0.8522403201282509
D2431,A1168,Mobile,Windows,trial,False,0.7019157615150501
D2785,A1169,Laptop,Android,sure,False,0.7861114399524738
D33,A1170,Laptop,Android,now,False,0.8850780755127227
D3523,A1171,Laptop,Windows,trip,False,0.9943558534082271
D541,A1172,Laptop,Android,put,False,0.8895440581050005
D937,A1173,Laptop,Android,treat,False,0.7779410743192479
D2993,A1174,Mobile,Android,part,False,0.8902017109298834
D1283,A1175,Laptop,iOS,something,False,0.8619956139147567
D561,A1176,Laptop,Android,point,False,0.9339536185453431
D2627,A1177,Mobile,Android,surface,False,0.7320941916480875
D2172,A1178,Mobile,Windows,above,False,0.9283083707506083
D2662,A1179,Mobile,iOS,dinner,False,0.862379973602833
D1438,A1180,Mobile,Windows,push,False,0.9888976011576984
D3064,A1181,Mobile,iOS,perform,False,0.8025616498116058
D2523,A1182,Laptop,Android,new,False,0.8897865679401844
D355,A1183,Mobile,Android,want,False,0.9796084316530053
D3082,A1184,Mobile,Windows,indeed,False,0.7307529183972037
D2990,A1185,Laptop,iOS,successful,False,0.9811685461709354
D3945,A1186,Laptop,iOS,skill,False,0.906365716690244
D3240,A1187,Mobile,Android,write,False,0.7203511177315516
D1134,A1188,Mobile,Android,understand,False,0.7902890700840448
D2266,A1189,Laptop,Windows,phone,False,0.9124516265935845
D109,A1190,Laptop,Android,trade,False,0.7202051804406314
D2120,A1191,Mobile,Windows,environment,False,0.874651138052882
D1604,A1192,Laptop,Windows,food,False,0.8037649170858869
D223,A1193,Mobile,iOS,present,False,0.8862746553302431
D1580,A1194,Mobile,Android,feeling,False,0.7137226101437538
D2046,A1195,Mobile,Windows,western,False,0.9614610418457128
D3640,A1196,Mobile,iOS,father,False,0.992046690753219
D3825,A1197,Laptop,Android,traditional,False,0.9906633565857075
D1584,A1198,Laptop,iOS,television,False,0.9248955495228774
D2237,A1199,Mobile,iOS,thousand,False,0.7390258720391896
D3909,A1200,Mobile,Android,will,False,0.9274789587787068
D2405,A1201,Mobile,Android,thank,False,0.7073760749376404
D1073,A1202,Mobile,Android,candidate,False,0.7066370654586991
D3778,A1203,Mobile,iOS,early,False,0.7970830657448623
D2075,A1204,Laptop,Windows,hear,False,0.8465929571213997
D2918,A1205,Laptop,iOS,management,False,0.9311222253423379
D2874,A1206,Laptop,Android,collection,False,0.9049886129819515
D2623,A1207,Mobile,iOS,choose,False,0.8337708119130245
D342,A1208,Laptop,Android,decade,False,0.7820879998844997
D2094,A1209,Mobile,Android,too,False,0.9991373500473133
D2197,A1210,Laptop,iOS,wonder,False,0.8278543906707918
D2402,A1211,Mobile,iOS,service,False,0.8354161072989026
D2861,A1212,Laptop,Windows,guess,False,0.7490871463575007
D3905,A1213,Mobile,Android,than,False,0.9384428646249788
D1001,A1214,Mobile,iOS,country,False,0.9081046677344466
D475,A1215,Laptop,Windows,live,False,0.7662308838366281
D2493,A1216,Mobile,iOS,race,False,0.7247143136847528
D2728,A1217,Mobile,Android,large,False,0.9041497906224139
D51,A1218,Mobile,Windows,owner,False,0.8963533642843405
D46,A1219,Mobile,iOS,office,False,0.7819778580994627
D3903,A1220,Laptop,Windows,drive,False,0.985259068675123
D2118,A1221,Laptop,Android,professor,False,0.74531736753427
D1523,A1222,Mobile,Windows,fast,False,0.8297004403127806
D3199,A1223,Laptop,Windows,quite,False,0.9830847760502797
D3630,A1224,Mobile,Android,kind,False,0.8259181950778367
D1372,A1225,Laptop,iOS,tree,False,0.8915577842992256
D2145,A1226,Mobile,iOS,if,False,0.8192783193888382
D2917,A1227,Mobile,iOS,view,False,0.7822645607046009
D1864,A1228,Laptop,Android,truth,False,0.9951932943879485
D2046,A1229,Mobile,iOS,late,False,0.8228002018945129
D644,A1230,Laptop,Android,great,False,0.9682297611037403
D3662,A1231,Mobile,Android,reveal,False,0.7689863817673258
D3034,A1232,Mobile,Android,happen,False,0.763931411207525
D3517,A1233,Mobile,Android,miss,False,0.7093402248653534
D188,A1234,Laptop,iOS,international,False,0.8955000476127655
D1568,A1235,Mobile,Android,mind,False,0.8105579031171283
D3814,A1236,Mobile,Windows,federal,False,0.9593074749518911
D3289,A1237,Laptop,Android,society,False,0.8419629720074671
D1318,A1238,Mobile,iOS,yard,False,0.9904580283744165
D3751,A1239,Laptop,iOS,smile,False,0.7556576547109363
D3383,A1240,Mobile,Windows,create,False,0.9605869503866833
D1527,A1241,Mobile,Windows,realize,False,0.9329790558375225
D2757,A1242,Mobile,Android,kid,False,0.9312765533932156
D914,A1243,Mobile,iOS,chance,False,0.9534349684350663
D282,A1244,Laptop,iOS,suddenly,False,0.9283071972828997
D3168,A1245,Laptop,iOS,here,False,0.8878660964894246
D353,A1246,Laptop,Android,art,False,0.7393734633047162
D1511,A1247,Mobile,iOS,degree,False,0.7097578538473756
D2309,A1248,Laptop,Windows,talk,False,0.976254354344706
D2550,A1249,Mobile,iOS,meeting,False,0.8849950943562214
D1508,A1250,Laptop,Android,all,False,0.9389611872928529
D3000,A1251,Mobile,Android,soon,False,0.844456705453765
D26,A1252,Laptop,Android,carry,False,0.7351924566887184
D954,A1253,Laptop,Windows,way,False,0.7375557376607651
D3438,A1254,Mobile,iOS,half,False,0.9056695861686914
D5,A1255,Laptop,Windows,media,False,0.8290917684698388
D2978,A1256,Laptop,Android,off,False,0.760157418010101
D840,A1257,Mobile,iOS,rate,False,0.847478364022431
D2015,A1258,Mobile,Android,share,False,0.7192626811225402
D2914,A1259,Laptop,Android,role,False,0.8745914205743196
D179,A1260,Mobile,Windows,possible,False,0.7806980213305292
D1691,A1261,Laptop,iOS,land,False,0.9392677301911565
D3991,A1262,Mobile,Windows,PM,False,0.793108587677072
D391,A1263,Mobile,Windows,assume,False,0.8365660447245403
D3358,A1264,Laptop,Android,pick,False,0.7034861619724302
D2424,A1265,Mobile,iOS,black,False,0.7217340663383677
D2713,A1266,Mobile,Android,group,False,0.8177480669220054
D1194,A1267,Laptop,iOS,view,False,0.8439816504151371
D3793,A1268,Laptop,Windows,fight,False,0.880006164435791
D3407,A1269,Laptop,iOS,agreement,False,0.787498773612791
D1854,A1270,Laptop,Android,study,False,0.9084945658379627
D305,A1271,Mobile,Android,last,False,0.9580367191567614
D3194,A1272,Mobile,Android,project,False,0.9339552966680049
D432,A1273,Mobile,iOS,five,False,0.7118856476045071
D1908,A1274,Laptop,iOS,adult,False,0.8441520841773487
D494,A1275,Laptop,Android,may,False,0.7314790535254524
D1851,A1276,Laptop,iOS,idea,False,0.7726135047587582
D1085,A1277,Mobile,Android,return,False,0.9959987779801439
D645,A1278,Laptop,Windows,seat,False,0.7427486628704539
D2854,A1279,Mobile,Android,weight,False,0.8496664460354069
D3423,A1280,Laptop,Android,school,False,0.8854467202954357
D373,A1281,Mobile,iOS,left,False,0.9107394911632312
D1623,A1282,Mobile,Windows,somebody,False,0.8678946050460742
D1224,A1283,Laptop,Android,father,False,0.7029312542257551
D127,A1284,Laptop,iOS,left,False,0.7979383924731975
D2277,A1285,Mobile,Android,soon,False,0.8553134930154134
D1892,A1286,Mobile,Android,sing,False,0.72635994974345
D497,A1287,Mobile,Android,indeed,False,0.8051880793627542
D3401,A1288,Mobile,Android,service,False,0.7099609326374099
D811,A1289,Laptop,iOS,approach,False,0.7235735491465062
D2811,A1290,Mobile,Windows,simply,False,0.8190769828604788
D2400,A1291,Laptop,Android,participant,False,0.7398147262129181
D89,A1292,Mobile,Android,mission,False,0.8702622544784674
D3696,A1293,Laptop,Android,alone,False,0.9068394907411796
D376,A1294,Laptop,Android,memory,False,0.9401760097327249
D174,A1295,Laptop,Android,trouble,False,0.760045073273443
D688,A1296,Laptop,Windows,item,False,0.7502447746777209
D1617,A1297,Laptop,Android,decade,False,0.7313703521003201
D1567,A1298,Laptop,Android,result,False,0.890929074863091
D1449,A1299,Mobile,Android,with,False,0.9119427179460704
D1126,A1300,Laptop,iOS,environmental,False,0.7094758434476925
D3618,A1301,Mobile,Android,customer,False,0.9808636738731069
D2515,A1302,Mobile,Windows,project,False,0.7155913850954417
D1208,A1303,Laptop,iOS,knowledge,False,0.8623889005903211
D3615,A1304,Laptop,Android,add,False,0.9127181558352749
D359,A1305,Laptop,iOS,woman,False,0.9612907371238257
D562,A1306,Laptop,Android,at,False,0.9142260796397284
D2632,A1307,Mobile,Windows,simple,False,0.9405184249209375
D3285,A1308,Mobile,iOS,between,False,0.8018350577628418
D3202,A1309,Laptop,iOS,half,False,0.9444475341239537
D2230,A1310,Laptop,iOS,computer,False,0.7240344539154026
D3738,A1311,Laptop,iOS,bank,False,0.9684449968181583
D1107,A1312,Mobile,Android,play,False,0.8642777128461209
D1306,A1313,Mobile,Android,fight,False,0.9451893309887481
D3669,A1314,Laptop,Android,him,False,0.83569548535549
D3312,A1315,Laptop,Windows,focus,False,0.8930733085589575
D1464,A1316,Mobile,Android,day,False,0.8579207982808339
D410,A1317,Mobile,Windows,occur,False,0.9194768565265996
D987,A1318,Laptop,Windows,run,False,0.7244889946091768
D3343,A1319,Mobile,Android,degree,False,0.7181056251971691
D2358,A1320,Laptop,iOS,then,False,0.7741309702030439
D3830,A1321,Mobile,Android,guess,False,0.7478634040339565
D968,A1322,Laptop,Windows,until,False,0.9615350699776605
D2857,A1323,Laptop,Windows,before,False,0.7657641962074133
D115,A1324,Laptop,Windows,well,False,0.9927595767457393
D2308,A1325,Mobile,Windows,health,False,0.801068737531332
D3884,A1326,Mobile,iOS,recently,False,0.7546353747066098
D2220,A1327,Laptop,Android,rather,False,0.9369095521427437
D2008,A1328,Mobile,Android,determine,False,0.8976123326502629
D230,A1329,Mobile,Windows,writer,False,0.8494587149359416
D896,A1330,Mobile,Windows,case,False,0.8666090652812893
D1957,A1331,Mobile,iOS,next,False,0.9157605334816792
D3759,A1332,Mobile,Android,check,False,0.7685364223993896
D1395,A1333,Mobile,iOS,answer,False,0.9989001748170225
D243,A1334,Mobile,Android,yourself,False,0.9924379486440349
D2402,A1335,Mobile,Android,idea,False,0.895097705904081
D3467,A1336,Laptop,Android,evening,False,0.7598627352787435
D1530,A1337,Laptop,Windows,card,False,0.9040684727293874
D413,A1338,Laptop,iOS,dark,False,0.7216595226937527
D1321,A1339,Mobile,Android,west,False,0.7091957506617418
D2999,A1340,Laptop,Windows,industry,False,0.7773048665533641
D3934,A1341,Laptop,Windows,hope,False,0.8387868870217949
D1299,A1342,Mobile,Windows,marriage,False,0.9604817516225141
D3967,A1343,Laptop,Android,much,False,0.9181507209298924
D2726,A1344,Mobile,iOS,purpose,False,0.9228119563599944
D1256,A1345,Laptop,Android,task,False,0.8276480003344225
D727,A1346,Mobile,Windows,commercial,False,0.8037804977640889
D3885,A1347,Laptop,Windows,beat,False,0.8113116288953808
D132,A1348,Mobile,Windows,behind,False,0.9962948691208173
D1303,A1349,Mobile,Windows,sense,False,0.7120327574237447
D2316,A1350,Mobile,iOS,before,False,0.9601094488367345
D576,A1351,Laptop,Windows,voice,False,0.873602622571718
D318,A1352,Mobile,iOS,several,False,0.8315846257568771
D1308,A1353,Mobile,Windows,man,False,0.9175772981245409
D3626,A1354,Mobile,Windows,pattern,False,0.8460006824274109
D2744,A1355,Laptop,iOS,note,False,0.9620269714244982
D46,A1356,Laptop,Android,quickly,False,0.9702105592033776
D1022,A1357,Mobile,iOS,seek,False,0.8265162780620365
D1051,A1358,Mobile,Windows,field,False,0.7830483391705154
D5,A1359,Mobile,iOS,term,False,0.8777050985780086
D1794,A1360,Laptop,Android,director,False,0.9737090036850073
D3623,A1361,Laptop,iOS,place,False,0.7631986567017
D3611,A1362,Laptop,iOS,his,False,0.8868899750690449
D2236,A1363,Laptop,Android,population,False,0.8894680660277562
D3394,A1364,Laptop,Windows,yes,False,0.9199339067245843
D2666,A1365,Mobile,Android,present,False,0.7394703055381779
D1848,A1366,Mobile,Android,book,False,0.9147474894046266
D1207,A1367,Mobile,iOS,yourself,False,0.9727097561996922
D1069,A1368,Mobile,Android,sing,False,0.7539049326610725
D1400,A1369,Mobile,iOS,oil,False,0.7712629974771632
D659,A1370,Mobile,Windows,finish,False,0.9914185282124919
D3857,A1371,Mobile,iOS,clear,False,0.7542930858128469
D2433,A1372,Laptop,Windows,most,False,0.9563155280108737
D126,A1373,Laptop,Windows,arrive,False,0.8476833569344104
D675,A1374,Laptop,Android,seek,False,0.774169322320953
D219,A1375,Mobile,iOS,traditional,False,0.9612249703817535
D841,A1376,Mobile,iOS,trouble,False,0.8335915765007996
D2855,A1377,Laptop,Windows,magazine,False,0.8544452061789071
D1153,A1378,Laptop,Android,security,False,0.8077700108199297
D392,A1379,Mobile,iOS,send,False,0.8778852554304782
D2341,A1380,Laptop,Android,top,False,0.7490571617755067
D223,A1381,Laptop,Android,type,False,0.8173244609955281
D1751,A1382,Mobile,iOS,himself,False,0.9908236967005862
D3374,A1383,Laptop,Android,above,False,0.7774400298103382
D397,A1384,Mobile,Android,knowledge,False,0.8970209993623877
D699,A1385,Laptop,Android,alone,False,0.7975570192674084
D1939,A1386,Mobile,iOS,cell,False,0.9320419377059802
D3214,A1387,Laptop,iOS,practice,False,0.7392620982155049
D2003,A1388,Laptop,Android,attorney,False,0.9909463135235634
D2629,A1389,Laptop,Android,once,False,0.8361368624150918
D1519,A1390,Laptop,iOS,expert,False,0.7708151390039392
D764,A1391,Laptop,Android,his,False,0.7220490241990037
D1078,A1392,Laptop,iOS,against,False,0.7509273715262622
D1078,A1393,Mobile,iOS,watch,False,0.8559321845668053
D2311,A1394,Mobile,Android,if,False,0.8011009529293859
D3081,A1395,Mobile,Android,list,False,0.9486650097647829
D2736,A1396,Laptop,Windows,ready,False,0.8292662570985417
D1695,A1397,Mobile,Windows,start,False,0.7746142817762889
D249,A1398,Laptop,Windows,ago,False,0.885143495981209
D1714,A1399,Laptop,Windows,enough,False,0.9120331650656337
D3611,A1400,Mobile,iOS,reality,False,0.750112572370285
D1224,A1401,Mobile,iOS,listen,False,0.7502857648864952
D3697,A1402,Mobile,Windows,subject,False,0.7110014280800628
D2339,A1403,Mobile,Android,should,False,0.9209206045196922
D3888,A1404,Laptop,Android,they,False,0.8991413582865415
D3887,A1405,Mobile,Android,themselves,False,0.8423892627249441
D3311,A1406,Mobile,Android,south,False,0.9532511346907591
D174,A1407,Laptop,Android,newspaper,False,0.9417010458850159
D2798,A1408,Laptop,Android,TV,False,0.8756063093190256
D3369,A1409,Mobile,Windows,those,False,0.9604813841539777
D1056,A1410,Laptop,Windows,generation,False,0.7617523630110304
D3744,A1411,Mobile,Android,state,False,0.7335758858193183
D1589,A1412,Laptop,Windows,year,False,0.7809248834550968
D1335,A1413,Laptop,Windows,would,False,0.7171260568267944
D1876,A1414,Mobile,Windows,citizen,False,0.8593508584003096
D2552,A1415,Laptop,Android,control,False,0.9809817076884885
D1697,A1416,Mobile,Android,line,False,0.7118030622005529
D2320,A1417,Mobile,Android,mission,False,0.736632974203008
D2304,A1418,Mobile,iOS,each,False,0.8356597084850306
D3553,A1419,Laptop,iOS,not,False,0.9801625052583715
D1081,A1420,Laptop,Windows,again,False,0.7948468314930252
D1988,A1421,Laptop,Android,again,False,0.8521704426065178
D705,A1422,Laptop,iOS,right,False,0.7124718577151176
D589,A1423,Laptop,Android,eat,False,0.7445029602886266
D1621,A1424,Laptop,Windows,late,False,0.9959890368876541
D973,A1425,Mobile,Windows,section,False,0.9895356089308136
D1946,A1426,Laptop,iOS,relationship,False,0.7014819942803229
D82,A1427,Laptop,iOS,not,False,0.9855435356269717
D1273,A1428,Laptop,iOS,president,False,0.8917359813446502
D3515,A1429,Mobile,Android,citizen,False,0.9603754883560066
D550,A1430,Laptop,Windows,cold,False,0.8364219566901577
D1814,A1431,Laptop,iOS,attorney,False,0.8546788085737751
D2985,A1432,Laptop,Windows,find,False,0.846653974077076
D2644,A1433,Mobile,Android,nature,False,0.9000592772638313
D1809,A1434,Mobile,iOS,number,False,0.7418953764268938
D3034,A1435,Laptop,Windows,mind,False,0.7089920769618033
D3552,A1436,Laptop,Android,miss,False,0.7923789824773573
D2110,A1437,Mobile,Android,situation,False,0.911404228820994
D1274,A1438,Laptop,Android,expect,False,0.7605560356368845
D3196,A1439,Mobile,Android,more,False,0.9020297299974752
D789,A1440,Mobile,Android,born,False,0.9909736138321812
D1021,A1441,Mobile,iOS,culture,False,0.7281702147368255
D207,A1442,Laptop,Windows,field,False,0.9017806354675378
D815,A1443,Laptop,iOS,market,False,0.8331250657913714
D3373,A1444,Laptop,Windows,even,False,0.9604426763132516
D1625,A1445,Mobile,Windows,recent,False,0.7531449368342158
D125,A1446,Mobile,iOS,bank,False,0.9077877856678493
D2002,A1447,Laptop,Android,building,False,0.951434586894433
D3934,A1448,Laptop,Windows,let,False,0.983384265842207
D2258,A1449,Laptop,iOS,use,False,0.9049744084868937
D669,A1450,Laptop,Windows,environmental,False,0.8491524292025282
D3403,A1451,Mobile,iOS,small,False,0.8853541720603642
D112,A1452,Laptop,Android,memory,False,0.9606714953436155
D667,A1453,Mobile,Android,bed,False,0.8711829239916489
D2651,A1454,Mobile,Windows,make,False,0.709116117909051
D846,A1455,Laptop,Windows,agent,False,0.9792846086520933
D1677,A1456,Mobile,Windows,debate,False,0.9068580253094684
D36,A1457,Laptop,Android,smile,False,0.9029540157331739
D2651,A1458,Mobile,Windows,fire,False,0.7647025457193151
D3280,A1459,Mobile,Android,seem,False,0.8976656410697972
D1033,A1460,Laptop,Windows,show,False,0.8181593216962475
D3960,A1461,Laptop,iOS,year,False,0.8953698931124476
D3667,A1462,Laptop,iOS,some,False,0.7319779090923971
D1880,A1463,Laptop,Android,cut,False,0.8973535913809108
D1911,A1464,Laptop,Windows,former,False,0.9998241177312
D2132,A1465,Laptop,Windows,his,False,0.7144636116581667
D419,A1466,Mobile,Windows,do,False,0.9931522552663952
D2713,A1467,Laptop,Windows,onto,False,0.8220723882168611
D2651,A1468,Laptop,iOS,require,False,0.9612260351011777
D2803,A1469,Mobile,iOS,clearly,False,0.9347156452174821
D261,A1470,Laptop,iOS,discussion,False,0.8701048782960004
D2623,A1471,Laptop,iOS,else,False,0.9215347627753979
